date,city,max_temp_F,min_temp_F,energy_consumption,energy_change,day_of_week,is_weekend
2025-04-23,Chicago,76.0,56.0,1965444,,Wednesday,False
2025-04-23,Chicago,76.0,56.0,1966137,693.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,1966554,417.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,1965657,-897.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,1940555,-25102.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,1941994,1439.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,1942673,679.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,1941311,-1362.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,2001023,59712.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,2006025,5002.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,2006595,570.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,2003818,-2777.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,35576,-1968242.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,39887,4311.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,40041,154.0,Wednesday,False
2025-04-23,Chicago,76.0,56.0,38160,-1881.0,Wednesday,False
2025-04-23,Houston,77.0,69.0,1247638,,Wednesday,False
2025-04-23,Houston,77.0,69.0,1249686,2048.0,Wednesday,False
2025-04-23,Houston,77.0,69.0,1251724,2038.0,Wednesday,False
2025-04-23,Houston,77.0,69.0,1248399,-3325.0,Wednesday,False
2025-04-23,Houston,77.0,69.0,1261210,12811.0,Wednesday,False
2025-04-23,Houston,77.0,69.0,1263477,2267.0,Wednesday,False
2025-04-23,Houston,77.0,69.0,1264739,1262.0,Wednesday,False
2025-04-23,Houston,77.0,69.0,1262218,-2521.0,Wednesday,False
2025-04-23,Houston,77.0,69.0,1245668,-16550.0,Wednesday,False
2025-04-23,Houston,77.0,69.0,1247654,1986.0,Wednesday,False
2025-04-23,Houston,77.0,69.0,1249658,2004.0,Wednesday,False
2025-04-23,Houston,77.0,69.0,1246398,-3260.0,Wednesday,False
2025-04-23,New York,76.0,54.0,339599,,Wednesday,False
2025-04-23,New York,76.0,54.0,339988,389.0,Wednesday,False
2025-04-23,New York,76.0,54.0,340232,244.0,Wednesday,False
2025-04-23,New York,76.0,54.0,339780,-452.0,Wednesday,False
2025-04-23,New York,76.0,54.0,330823,-8957.0,Wednesday,False
2025-04-23,New York,76.0,54.0,331044,221.0,Wednesday,False
2025-04-23,New York,76.0,54.0,331135,91.0,Wednesday,False
2025-04-23,New York,76.0,54.0,330934,-201.0,Wednesday,False
2025-04-23,New York,76.0,54.0,304017,-26917.0,Wednesday,False
2025-04-23,New York,76.0,54.0,304510,493.0,Wednesday,False
2025-04-23,New York,76.0,54.0,305604,1094.0,Wednesday,False
2025-04-23,New York,76.0,54.0,303793,-1811.0,Wednesday,False
2025-04-23,Phoenix,91.0,66.0,82526,,Wednesday,False
2025-04-23,Phoenix,91.0,66.0,82292,-234.0,Wednesday,False
2025-04-23,Phoenix,91.0,66.0,82078,-214.0,Wednesday,False
2025-04-23,Phoenix,91.0,66.0,82443,365.0,Wednesday,False
2025-04-23,Phoenix,91.0,66.0,85070,2627.0,Wednesday,False
2025-04-23,Phoenix,91.0,66.0,84927,-143.0,Wednesday,False
2025-04-23,Phoenix,91.0,66.0,84762,-165.0,Wednesday,False
2025-04-23,Phoenix,91.0,66.0,85053,291.0,Wednesday,False
2025-04-23,Phoenix,91.0,66.0,47996,-37057.0,Wednesday,False
2025-04-23,Phoenix,91.0,66.0,48027,31.0,Wednesday,False
2025-04-23,Phoenix,91.0,66.0,47826,-201.0,Wednesday,False
2025-04-23,Phoenix,91.0,66.0,48194,368.0,Wednesday,False
2025-04-23,Seattle,66.0,43.0,23675,,Wednesday,False
2025-04-23,Seattle,66.0,43.0,23831,156.0,Wednesday,False
2025-04-23,Seattle,66.0,43.0,23904,73.0,Wednesday,False
2025-04-23,Seattle,66.0,43.0,23756,-148.0,Wednesday,False
2025-04-23,Seattle,66.0,43.0,24083,327.0,Wednesday,False
2025-04-23,Seattle,66.0,43.0,24131,48.0,Wednesday,False
2025-04-23,Seattle,66.0,43.0,24154,23.0,Wednesday,False
2025-04-23,Seattle,66.0,43.0,24110,-44.0,Wednesday,False
2025-04-23,Seattle,66.0,43.0,14160,-9950.0,Wednesday,False
2025-04-23,Seattle,66.0,43.0,14321,161.0,Wednesday,False
2025-04-23,Seattle,66.0,43.0,14532,211.0,Wednesday,False
2025-04-23,Seattle,66.0,43.0,14229,-303.0,Wednesday,False
2025-04-24,Chicago,75.0,51.0,1991453,1953293.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,1990303,-1150.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,1989232,-1071.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,1990828,1596.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,1962343,-28485.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,1961826,-517.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,1961297,-529.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,1962128,831.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,1998221,36093.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,1996655,-1566.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,1995481,-1174.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,1997434,1953.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,6772,-1990662.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,6355,-417.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,6251,-104.0,Thursday,False
2025-04-24,Chicago,75.0,51.0,6609,358.0,Thursday,False
2025-04-24,Houston,85.0,67.0,1237172,-9226.0,Thursday,False
2025-04-24,Houston,85.0,67.0,1240716,3544.0,Thursday,False
2025-04-24,Houston,85.0,67.0,1242532,1816.0,Thursday,False
2025-04-24,Houston,85.0,67.0,1238857,-3675.0,Thursday,False
2025-04-24,Houston,85.0,67.0,1271021,32164.0,Thursday,False
2025-04-24,Houston,85.0,67.0,1271877,856.0,Thursday,False
2025-04-24,Houston,85.0,67.0,1270596,-1281.0,Thursday,False
2025-04-24,Houston,85.0,67.0,1271392,796.0,Thursday,False
2025-04-24,Houston,85.0,67.0,1237904,-33488.0,Thursday,False
2025-04-24,Houston,85.0,67.0,1241283,3379.0,Thursday,False
2025-04-24,Houston,85.0,67.0,1243098,1815.0,Thursday,False
2025-04-24,Houston,85.0,67.0,1239547,-3551.0,Thursday,False
2025-04-24,Houston,85.0,67.0,731,-1238816.0,Thursday,False
2025-04-24,Houston,85.0,67.0,566,-165.0,Thursday,False
2025-04-24,Houston,85.0,67.0,565,-1.0,Thursday,False
2025-04-24,Houston,85.0,67.0,689,124.0,Thursday,False
2025-04-24,New York,77.0,56.0,348022,44229.0,Thursday,False
2025-04-24,New York,77.0,56.0,347868,-154.0,Thursday,False
2025-04-24,New York,77.0,56.0,347655,-213.0,Thursday,False
2025-04-24,New York,77.0,56.0,347981,326.0,Thursday,False
2025-04-24,New York,77.0,56.0,337096,-10885.0,Thursday,False
2025-04-24,New York,77.0,56.0,337175,79.0,Thursday,False
2025-04-24,New York,77.0,56.0,337148,-27.0,Thursday,False
2025-04-24,New York,77.0,56.0,337159,11.0,Thursday,False
2025-04-24,New York,77.0,56.0,317450,-19709.0,Thursday,False
2025-04-24,New York,77.0,56.0,317755,305.0,Thursday,False
2025-04-24,New York,77.0,56.0,317691,-64.0,Thursday,False
2025-04-24,New York,77.0,56.0,317778,87.0,Thursday,False
2025-04-24,Phoenix,92.0,65.0,82493,34299.0,Thursday,False
2025-04-24,Phoenix,92.0,65.0,82701,208.0,Thursday,False
2025-04-24,Phoenix,92.0,65.0,82848,147.0,Thursday,False
2025-04-24,Phoenix,92.0,65.0,82565,-283.0,Thursday,False
2025-04-24,Phoenix,92.0,65.0,83358,793.0,Thursday,False
2025-04-24,Phoenix,92.0,65.0,83363,5.0,Thursday,False
2025-04-24,Phoenix,92.0,65.0,83391,28.0,Thursday,False
2025-04-24,Phoenix,92.0,65.0,83342,-49.0,Thursday,False
2025-04-24,Phoenix,92.0,65.0,50554,-32788.0,Thursday,False
2025-04-24,Phoenix,92.0,65.0,50134,-420.0,Thursday,False
2025-04-24,Phoenix,92.0,65.0,50073,-61.0,Thursday,False
2025-04-24,Phoenix,92.0,65.0,50313,240.0,Thursday,False
2025-04-24,Seattle,72.0,43.0,22964,8735.0,Thursday,False
2025-04-24,Seattle,72.0,43.0,23007,43.0,Thursday,False
2025-04-24,Seattle,72.0,43.0,23026,19.0,Thursday,False
2025-04-24,Seattle,72.0,43.0,22986,-40.0,Thursday,False
2025-04-24,Seattle,72.0,43.0,23278,292.0,Thursday,False
2025-04-24,Seattle,72.0,43.0,23345,67.0,Thursday,False
2025-04-24,Seattle,72.0,43.0,23379,34.0,Thursday,False
2025-04-24,Seattle,72.0,43.0,23311,-68.0,Thursday,False
2025-04-24,Seattle,72.0,43.0,17165,-6146.0,Thursday,False
2025-04-24,Seattle,72.0,43.0,16908,-257.0,Thursday,False
2025-04-24,Seattle,72.0,43.0,16766,-142.0,Thursday,False
2025-04-24,Seattle,72.0,43.0,17053,287.0,Thursday,False
2025-04-25,Chicago,59.0,47.0,1973234,1966625.0,Friday,False
2025-04-25,Chicago,59.0,47.0,1971502,-1732.0,Friday,False
2025-04-25,Chicago,59.0,47.0,1971678,176.0,Friday,False
2025-04-25,Chicago,59.0,47.0,1972530,852.0,Friday,False
2025-04-25,Chicago,59.0,47.0,1921461,-51069.0,Friday,False
2025-04-25,Chicago,59.0,47.0,1925491,4030.0,Friday,False
2025-04-25,Chicago,59.0,47.0,1927140,1649.0,Friday,False
2025-04-25,Chicago,59.0,47.0,1923637,-3503.0,Friday,False
2025-04-25,Chicago,59.0,47.0,1987515,63878.0,Friday,False
2025-04-25,Chicago,59.0,47.0,1982554,-4961.0,Friday,False
2025-04-25,Chicago,59.0,47.0,1982702,148.0,Friday,False
2025-04-25,Chicago,59.0,47.0,1984786,2084.0,Friday,False
2025-04-25,Chicago,59.0,47.0,14276,-1970510.0,Friday,False
2025-04-25,Chicago,59.0,47.0,11048,-3228.0,Friday,False
2025-04-25,Chicago,59.0,47.0,11020,-28.0,Friday,False
2025-04-25,Chicago,59.0,47.0,12252,1232.0,Friday,False
2025-04-25,Houston,88.0,67.0,1261867,1261178.0,Friday,False
2025-04-25,Houston,88.0,67.0,1256501,-5366.0,Friday,False
2025-04-25,Houston,88.0,67.0,1253204,-3297.0,Friday,False
2025-04-25,Houston,88.0,67.0,1259524,6320.0,Friday,False
2025-04-25,Houston,88.0,67.0,1284660,25136.0,Friday,False
2025-04-25,Houston,88.0,67.0,1280445,-4215.0,Friday,False
2025-04-25,Houston,88.0,67.0,1279690,-755.0,Friday,False
2025-04-25,Houston,88.0,67.0,1282613,2923.0,Friday,False
2025-04-25,Houston,88.0,67.0,1260485,-22128.0,Friday,False
2025-04-25,Houston,88.0,67.0,1255169,-5316.0,Friday,False
2025-04-25,Houston,88.0,67.0,1251871,-3298.0,Friday,False
2025-04-25,Houston,88.0,67.0,1258125,6254.0,Friday,False
2025-04-25,New York,77.0,60.0,357567,39789.0,Friday,False
2025-04-25,New York,77.0,60.0,357140,-427.0,Friday,False
2025-04-25,New York,77.0,60.0,356956,-184.0,Friday,False
2025-04-25,New York,77.0,60.0,357348,392.0,Friday,False
2025-04-25,New York,77.0,60.0,344570,-12778.0,Friday,False
2025-04-25,New York,77.0,60.0,344229,-341.0,Friday,False
2025-04-25,New York,77.0,60.0,344074,-155.0,Friday,False
2025-04-25,New York,77.0,60.0,344392,318.0,Friday,False
2025-04-25,New York,77.0,60.0,310623,-33769.0,Friday,False
2025-04-25,New York,77.0,60.0,310131,-492.0,Friday,False
2025-04-25,New York,77.0,60.0,309721,-410.0,Friday,False
2025-04-25,New York,77.0,60.0,310392,671.0,Friday,False
2025-04-25,Phoenix,94.0,66.0,81015,30702.0,Friday,False
2025-04-25,Phoenix,94.0,66.0,81063,48.0,Friday,False
2025-04-25,Phoenix,94.0,66.0,81084,21.0,Friday,False
2025-04-25,Phoenix,94.0,66.0,81046,-38.0,Friday,False
2025-04-25,Phoenix,94.0,66.0,83796,2750.0,Friday,False
2025-04-25,Phoenix,94.0,66.0,83894,98.0,Friday,False
2025-04-25,Phoenix,94.0,66.0,83938,44.0,Friday,False
2025-04-25,Phoenix,94.0,66.0,83927,-11.0,Friday,False
2025-04-25,Phoenix,94.0,66.0,53346,-30581.0,Friday,False
2025-04-25,Phoenix,94.0,66.0,53416,70.0,Friday,False
2025-04-25,Phoenix,94.0,66.0,53425,9.0,Friday,False
2025-04-25,Phoenix,94.0,66.0,53203,-222.0,Friday,False
2025-04-25,Seattle,71.0,47.0,22990,5937.0,Friday,False
2025-04-25,Seattle,71.0,47.0,22930,-60.0,Friday,False
2025-04-25,Seattle,71.0,47.0,22913,-17.0,Friday,False
2025-04-25,Seattle,71.0,47.0,22964,51.0,Friday,False
2025-04-25,Seattle,71.0,47.0,22944,-20.0,Friday,False
2025-04-25,Seattle,71.0,47.0,22946,2.0,Friday,False
2025-04-25,Seattle,71.0,47.0,22967,21.0,Friday,False
2025-04-25,Seattle,71.0,47.0,22940,-27.0,Friday,False
2025-04-25,Seattle,71.0,47.0,16386,-6554.0,Friday,False
2025-04-25,Seattle,71.0,47.0,16448,62.0,Friday,False
2025-04-25,Seattle,71.0,47.0,16458,10.0,Friday,False
2025-04-25,Seattle,71.0,47.0,16426,-32.0,Friday,False
2025-04-26,Chicago,54.0,41.0,1844781,1832529.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,1852432,7651.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,1855708,3276.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,1848212,-7496.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,1775810,-72402.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,1776214,404.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,1777237,1023.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,1775633,-1604.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,1884595,108962.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,1893362,8767.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,1896224,2862.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,1888858,-7366.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,39811,-1849047.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,40926,1115.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,40512,-414.0,Saturday,True
2025-04-26,Chicago,54.0,41.0,40642,130.0,Saturday,True
2025-04-26,Houston,87.0,68.0,1242070,-16055.0,Saturday,True
2025-04-26,Houston,87.0,68.0,1242288,218.0,Saturday,True
2025-04-26,Houston,87.0,68.0,1242701,413.0,Saturday,True
2025-04-26,Houston,87.0,68.0,1242322,-379.0,Saturday,True
2025-04-26,Houston,87.0,68.0,1252465,10143.0,Saturday,True
2025-04-26,Houston,87.0,68.0,1253625,1160.0,Saturday,True
2025-04-26,Houston,87.0,68.0,1254663,1038.0,Saturday,True
2025-04-26,Houston,87.0,68.0,1252992,-1671.0,Saturday,True
2025-04-26,Houston,87.0,68.0,1240417,-12575.0,Saturday,True
2025-04-26,Houston,87.0,68.0,1240453,36.0,Saturday,True
2025-04-26,Houston,87.0,68.0,1240843,390.0,Saturday,True
2025-04-26,Houston,87.0,68.0,1240586,-257.0,Saturday,True
2025-04-26,New York,74.0,53.0,350143,39751.0,Saturday,True
2025-04-26,New York,74.0,53.0,350683,540.0,Saturday,True
2025-04-26,New York,74.0,53.0,350989,306.0,Saturday,True
2025-04-26,New York,74.0,53.0,350409,-580.0,Saturday,True
2025-04-26,New York,74.0,53.0,336630,-13779.0,Saturday,True
2025-04-26,New York,74.0,53.0,337036,406.0,Saturday,True
2025-04-26,New York,74.0,53.0,337286,250.0,Saturday,True
2025-04-26,New York,74.0,53.0,336828,-458.0,Saturday,True
2025-04-26,New York,74.0,53.0,304113,-32715.0,Saturday,True
2025-04-26,New York,74.0,53.0,304219,106.0,Saturday,True
2025-04-26,New York,74.0,53.0,304321,102.0,Saturday,True
2025-04-26,New York,74.0,53.0,304232,-89.0,Saturday,True
2025-04-26,Phoenix,86.0,65.0,72838,19635.0,Saturday,True
2025-04-26,Phoenix,86.0,65.0,73567,729.0,Saturday,True
2025-04-26,Phoenix,86.0,65.0,74058,491.0,Saturday,True
2025-04-26,Phoenix,86.0,65.0,73162,-896.0,Saturday,True
2025-04-26,Phoenix,86.0,65.0,76979,3817.0,Saturday,True
2025-04-26,Phoenix,86.0,65.0,76720,-259.0,Saturday,True
2025-04-26,Phoenix,86.0,65.0,76741,21.0,Saturday,True
2025-04-26,Phoenix,86.0,65.0,76773,32.0,Saturday,True
2025-04-26,Phoenix,86.0,65.0,57966,-18807.0,Saturday,True
2025-04-26,Phoenix,86.0,65.0,57601,-365.0,Saturday,True
2025-04-26,Phoenix,86.0,65.0,57282,-319.0,Saturday,True
2025-04-26,Phoenix,86.0,65.0,57830,548.0,Saturday,True
2025-04-26,Seattle,62.0,46.0,21789,5363.0,Saturday,True
2025-04-26,Seattle,62.0,46.0,21815,26.0,Saturday,True
2025-04-26,Seattle,62.0,46.0,21850,35.0,Saturday,True
2025-04-26,Seattle,62.0,46.0,21786,-64.0,Saturday,True
2025-04-26,Seattle,62.0,46.0,21027,-759.0,Saturday,True
2025-04-26,Seattle,62.0,46.0,21061,34.0,Saturday,True
2025-04-26,Seattle,62.0,46.0,21097,36.0,Saturday,True
2025-04-26,Seattle,62.0,46.0,21037,-60.0,Saturday,True
2025-04-26,Seattle,62.0,46.0,14248,-6789.0,Saturday,True
2025-04-26,Seattle,62.0,46.0,14252,4.0,Saturday,True
2025-04-26,Seattle,62.0,46.0,14281,29.0,Saturday,True
2025-04-26,Seattle,62.0,46.0,14171,-110.0,Saturday,True
2025-04-27,Chicago,69.0,39.0,1744074,1703432.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,1742405,-1669.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,1742725,320.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,1743036,311.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,1733784,-9252.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,1732940,-844.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,1733437,497.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,1733200,-237.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,1799636,66436.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,1798130,-1506.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,1798094,-36.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,1798765,671.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,55561,-1743204.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,55724,163.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,55368,-356.0,Sunday,True
2025-04-27,Chicago,69.0,39.0,55728,360.0,Sunday,True
2025-04-27,Houston,88.0,70.0,1274196,33610.0,Sunday,True
2025-04-27,Houston,88.0,70.0,1270821,-3375.0,Sunday,True
2025-04-27,Houston,88.0,70.0,1268886,-1935.0,Sunday,True
2025-04-27,Houston,88.0,70.0,1272272,3386.0,Sunday,True
2025-04-27,Houston,88.0,70.0,1253216,-19056.0,Sunday,True
2025-04-27,Houston,88.0,70.0,1250413,-2803.0,Sunday,True
2025-04-27,Houston,88.0,70.0,1249852,-561.0,Sunday,True
2025-04-27,Houston,88.0,70.0,1251860,2008.0,Sunday,True
2025-04-27,Houston,88.0,70.0,1272403,20543.0,Sunday,True
2025-04-27,Houston,88.0,70.0,1269354,-3049.0,Sunday,True
2025-04-27,Houston,88.0,70.0,1267380,-1974.0,Sunday,True
2025-04-27,Houston,88.0,70.0,1270651,3271.0,Sunday,True
2025-04-27,New York,59.0,48.0,319384,15152.0,Sunday,True
2025-04-27,New York,59.0,48.0,319561,177.0,Sunday,True
2025-04-27,New York,59.0,48.0,319753,192.0,Sunday,True
2025-04-27,New York,59.0,48.0,319431,-322.0,Sunday,True
2025-04-27,New York,59.0,48.0,311803,-7628.0,Sunday,True
2025-04-27,New York,59.0,48.0,311789,-14.0,Sunday,True
2025-04-27,New York,59.0,48.0,311893,104.0,Sunday,True
2025-04-27,New York,59.0,48.0,311751,-142.0,Sunday,True
2025-04-27,New York,59.0,48.0,285616,-26135.0,Sunday,True
2025-04-27,New York,59.0,48.0,286659,1043.0,Sunday,True
2025-04-27,New York,59.0,48.0,286865,206.0,Sunday,True
2025-04-27,New York,59.0,48.0,286185,-680.0,Sunday,True
2025-04-27,Phoenix,80.0,62.0,67633,9803.0,Sunday,True
2025-04-27,Phoenix,80.0,62.0,67480,-153.0,Sunday,True
2025-04-27,Phoenix,80.0,62.0,67435,-45.0,Sunday,True
2025-04-27,Phoenix,80.0,62.0,67559,124.0,Sunday,True
2025-04-27,Phoenix,80.0,62.0,71372,3813.0,Sunday,True
2025-04-27,Phoenix,80.0,62.0,71952,580.0,Sunday,True
2025-04-27,Phoenix,80.0,62.0,72105,153.0,Sunday,True
2025-04-27,Phoenix,80.0,62.0,71678,-427.0,Sunday,True
2025-04-27,Phoenix,80.0,62.0,56999,-14679.0,Sunday,True
2025-04-27,Phoenix,80.0,62.0,57470,471.0,Sunday,True
2025-04-27,Phoenix,80.0,62.0,57680,210.0,Sunday,True
2025-04-27,Phoenix,80.0,62.0,57202,-478.0,Sunday,True
2025-04-27,Seattle,58.0,44.0,22496,8325.0,Sunday,True
2025-04-27,Seattle,58.0,44.0,22406,-90.0,Sunday,True
2025-04-27,Seattle,58.0,44.0,22336,-70.0,Sunday,True
2025-04-27,Seattle,58.0,44.0,22460,124.0,Sunday,True
2025-04-27,Seattle,58.0,44.0,21878,-582.0,Sunday,True
2025-04-27,Seattle,58.0,44.0,21814,-64.0,Sunday,True
2025-04-27,Seattle,58.0,44.0,21749,-65.0,Sunday,True
2025-04-27,Seattle,58.0,44.0,21856,107.0,Sunday,True
2025-04-27,Seattle,58.0,44.0,11779,-10077.0,Sunday,True
2025-04-27,Seattle,58.0,44.0,11714,-65.0,Sunday,True
2025-04-27,Seattle,58.0,44.0,11636,-78.0,Sunday,True
2025-04-27,Seattle,58.0,44.0,11806,170.0,Sunday,True
2025-04-28,Chicago,84.0,53.0,1953655,1897927.0,Monday,False
2025-04-28,Chicago,84.0,53.0,1947033,-6622.0,Monday,False
2025-04-28,Chicago,84.0,53.0,1942538,-4495.0,Monday,False
2025-04-28,Chicago,84.0,53.0,1950917,8379.0,Monday,False
2025-04-28,Chicago,84.0,53.0,1896575,-54342.0,Monday,False
2025-04-28,Chicago,84.0,53.0,1893306,-3269.0,Monday,False
2025-04-28,Chicago,84.0,53.0,1890624,-2682.0,Monday,False
2025-04-28,Chicago,84.0,53.0,1895237,4613.0,Monday,False
2025-04-28,Chicago,84.0,53.0,2009277,114040.0,Monday,False
2025-04-28,Chicago,84.0,53.0,2000335,-8942.0,Monday,False
2025-04-28,Chicago,84.0,53.0,1994953,-5382.0,Monday,False
2025-04-28,Chicago,84.0,53.0,2005138,10185.0,Monday,False
2025-04-28,Chicago,84.0,53.0,55623,-1949515.0,Monday,False
2025-04-28,Chicago,84.0,53.0,53303,-2320.0,Monday,False
2025-04-28,Chicago,84.0,53.0,52416,-887.0,Monday,False
2025-04-28,Chicago,84.0,53.0,54222,1806.0,Monday,False
2025-04-28,Houston,86.0,71.0,1323896,53245.0,Monday,False
2025-04-28,Houston,86.0,71.0,1323819,-77.0,Monday,False
2025-04-28,Houston,86.0,71.0,1323569,-250.0,Monday,False
2025-04-28,Houston,86.0,71.0,1323962,393.0,Monday,False
2025-04-28,Houston,86.0,71.0,1333928,9966.0,Monday,False
2025-04-28,Houston,86.0,71.0,1335380,1452.0,Monday,False
2025-04-28,Houston,86.0,71.0,1333840,-1540.0,Monday,False
2025-04-28,Houston,86.0,71.0,1334691,851.0,Monday,False
2025-04-28,Houston,86.0,71.0,1319804,-14887.0,Monday,False
2025-04-28,Houston,86.0,71.0,1319742,-62.0,Monday,False
2025-04-28,Houston,86.0,71.0,1319555,-187.0,Monday,False
2025-04-28,Houston,86.0,71.0,1319881,326.0,Monday,False
2025-04-28,New York,76.0,51.0,337969,51784.0,Monday,False
2025-04-28,New York,76.0,51.0,338115,146.0,Monday,False
2025-04-28,New York,76.0,51.0,338108,-7.0,Monday,False
2025-04-28,New York,76.0,51.0,338073,-35.0,Monday,False
2025-04-28,New York,76.0,51.0,329618,-8455.0,Monday,False
2025-04-28,New York,76.0,51.0,329849,231.0,Monday,False
2025-04-28,New York,76.0,51.0,329866,17.0,Monday,False
2025-04-28,New York,76.0,51.0,329759,-107.0,Monday,False
2025-04-28,New York,76.0,51.0,296099,-33660.0,Monday,False
2025-04-28,New York,76.0,51.0,293905,-2194.0,Monday,False
2025-04-28,New York,76.0,51.0,293366,-539.0,Monday,False
2025-04-28,New York,76.0,51.0,294839,1473.0,Monday,False
2025-04-28,Phoenix,82.0,59.0,75494,18292.0,Monday,False
2025-04-28,Phoenix,82.0,59.0,75340,-154.0,Monday,False
2025-04-28,Phoenix,82.0,59.0,75163,-177.0,Monday,False
2025-04-28,Phoenix,82.0,59.0,75436,273.0,Monday,False
2025-04-28,Phoenix,82.0,59.0,75073,-363.0,Monday,False
2025-04-28,Phoenix,82.0,59.0,74949,-124.0,Monday,False
2025-04-28,Phoenix,82.0,59.0,74959,10.0,Monday,False
2025-04-28,Phoenix,82.0,59.0,74974,15.0,Monday,False
2025-04-28,Phoenix,82.0,59.0,55699,-19275.0,Monday,False
2025-04-28,Phoenix,82.0,59.0,55030,-669.0,Monday,False
2025-04-28,Phoenix,82.0,59.0,54981,-49.0,Monday,False
2025-04-28,Phoenix,82.0,59.0,55440,459.0,Monday,False
2025-04-28,Seattle,55.0,46.0,25051,13245.0,Monday,False
2025-04-28,Seattle,55.0,46.0,24993,-58.0,Monday,False
2025-04-28,Seattle,55.0,46.0,24944,-49.0,Monday,False
2025-04-28,Seattle,55.0,46.0,25034,90.0,Monday,False
2025-04-28,Seattle,55.0,46.0,24408,-626.0,Monday,False
2025-04-28,Seattle,55.0,46.0,24320,-88.0,Monday,False
2025-04-28,Seattle,55.0,46.0,24257,-63.0,Monday,False
2025-04-28,Seattle,55.0,46.0,24371,114.0,Monday,False
2025-04-28,Seattle,55.0,46.0,15159,-9212.0,Monday,False
2025-04-28,Seattle,55.0,46.0,15616,457.0,Monday,False
2025-04-28,Seattle,55.0,46.0,15787,171.0,Monday,False
2025-04-28,Seattle,55.0,46.0,15379,-408.0,Monday,False
2025-04-29,Chicago,77.0,50.0,2026336,1972114.0,Tuesday,False
2025-04-29,Chicago,77.0,50.0,2024656,-1680.0,Tuesday,False
2025-04-29,Chicago,77.0,50.0,2023761,-895.0,Tuesday,False
2025-04-29,Chicago,77.0,50.0,2025507,1746.0,Tuesday,False
2025-04-29,Chicago,77.0,50.0,2019800,-5707.0,Tuesday,False
2025-04-29,Chicago,77.0,50.0,2015604,-4196.0,Tuesday,False
2025-04-29,Chicago,77.0,50.0,2013028,-2576.0,Tuesday,False
2025-04-29,Chicago,77.0,50.0,2017852,4824.0,Tuesday,False
2025-04-29,Chicago,77.0,50.0,2077085,59233.0,Tuesday,False
2025-04-29,Chicago,77.0,50.0,2077026,-59.0,Tuesday,False
2025-04-29,Chicago,77.0,50.0,2077287,261.0,Tuesday,False
2025-04-29,Chicago,77.0,50.0,2076827,-460.0,Tuesday,False
